reading_id,farm_id,date,temperature_f,precipitation_in
735,14,2024-12-21,85.7,1.3
736,20,2025-05-31,86.29,0.87
737,35,2024-11-16,44.01,0.8
738,33,2025-04-09,77.01,1.1
739,2,2025-10-04,79.23,1.73
740,32,2024-08-06,76.26,1.65
741,30,2024-10-01,95.6,1.07
742,28,2025-08-02,80.86,0.12
743,13,2025-01-08,62.37,0.48
744,20,2025-03-21,58.72,1.72
745,5,2025-10-11,44.25,0.82
746,19,2025-10-23,41.24,1.37
747,16,2025-02-19,46.69,0.3
748,2,2024-09-08,85.79,0.62
749,32,2025-07-27,99.39,0.84
750,3,2024-07-25,41.16,0.27
751,17,2024-10-11,76.11,0.35
752,3,2025-05-12,84.76,0.11
753,6,2024-11-17,72.11,1.73
754,27,2025-01-07,77.02,1.77
755,26,2024-05-23,46.52,1.14
756,33,2024-05-03,66.54,1.66
757,34,2024-09-14,64.75,0.18
758,8,2024-11-16,53.05,1.17
759,25,2024-08-29,95.49,0.44
760,7,2024-06-28,44.99,0.55
761,27,2024-09-17,90.4,0.11
762,35,2025-01-18,78.97,0.23
763,35,2025-03-09,63.24,0.49
764,18,2024-05-28,55.41,1.43
765,20,2024-01-22,75.18,1.81
766,3,2025-11-09,85.93,0.11
767,16,2024-09-16,68.69,0.62
768,24,2025-12-02,38.54,1.73
769,29,2025-02-01,30.55,1.92
770,17,2024-11-04,36.32,1.65
771,16,2024-10-31,44.73,1.78
772,29,2025-10-08,52.2,1.62
773,27,2024-02-04,49.18,0.16
774,32,2025-04-27,81.59,1.85
775,22,2025-03-08,91.37,1.64
776,11,2025-12-16,48.27,0.13
777,27,2025-09-08,81.05,1.1
778,21,2025-04-09,78.66,1.52
779,12,2025-10-07,61.04,1.28
780,1,2025-02-14,44.01,0.61
781,6,2024-04-23,41.05,1.03
782,9,2025-08-31,78.0,1.59
783,21,2025-04-07,63.49,1.47
784,17,2024-06-26,78.12,1.65
785,19,2024-07-22,35.91,0.74
786,26,2025-01-21,96.13,1.77
787,15,2024-01-22,96.37,1.85
788,15,2024-04-01,98.19,0.4
789,11,2024-02-20,58.07,0.86
790,17,2024-06-01,36.23,0.74
791,8,2024-01-15,80.3,0.87
792,30,2025-11-20,64.59,0.45
793,14,2024-07-14,96.22,1.63
794,18,2024-10-21,82.25,0.76
795,28,2024-07-30,72.01,1.99
796,19,2025-11-24,43.26,0.36
797,10,2024-01-30,50.31,0.52
798,29,2024-09-11,55.87,1.37
799,30,2024-03-28,30.72,0.27
800,21,2025-12-10,57.83,0.42
801,25,2025-12-26,59.63,1.19
802,5,2024-04-07,68.99,0.1
803,16,2025-04-27,93.58,1.99
804,3,2024-01-06,47.76,1.24
805,20,2025-02-08,76.99,0.26
806,36,2024-02-12,70.63,0.52
807,33,2025-05-19,95.12,1.76
808,9,2024-04-01,52.21,1.06
809,10,2024-09-23,38.18,0.09
810,9,2025-05-26,91.02,1.67
811,24,2025-03-16,49.8,1.75
812,17,2025-06-13,51.91,1.79
813,21,2025-05-18,83.46,0.3
814,29,2024-02-24,43.22,0.11
815,12,2024-02-06,62.92,0.33
816,30,2025-03-22,38.12,1.79
817,32,2024-02-11,60.91,1.98
818,36,2025-05-11,62.04,0.22
819,10,2024-05-06,54.47,0.41
820,19,2024-07-03,88.45,1.5
821,18,2025-07-30,92.36,1.17
822,1,2025-06-22,83.68,0.36
823,5,2024-09-09,83.78,1.35
824,22,2024-01-27,49.9,1.96
825,8,2025-02-07,56.15,1.86
826,7,2024-11-27,40.76,0.16
827,31,2025-04-09,73.98,0.54
828,1,2024-12-03,97.88,1.31
829,29,2024-11-28,96.32,2.0
830,9,2024-08-04,90.43,1.6
831,19,2024-11-26,85.87,1.49
832,36,2025-09-08,56.7,0.8
833,12,2024-09-02,97.55,1.73
834,6,2024-01-22,89.66,0.33
835,26,2024-10-18,75.3,1.91
836,10,2024-05-03,50.9,1.6
837,20,2025-12-02,72.25,0.72
838,7,2025-01-11,65.89,0.98
839,25,2025-05-02,48.79,1.2
840,6,2025-03-08,86.77,1.23
841,28,2025-10-07,59.82,0.08
842,22,2025-04-19,77.35,1.3
843,10,2025-05-22,66.91,1.29
844,6,2024-10-24,62.78,0.16
845,31,2024-11-03,40.4,0.26
846,20,2024-09-11,66.62,0.59
847,4,2025-07-18,35.36,0.09
848,7,2025-06-06,59.74,0.19
849,17,2024-12-29,47.84,0.16
850,33,2024-01-17,37.98,1.32
851,12,2024-07-05,89.0,0.09
852,27,2025-12-22,50.84,1.17
853,30,2025-11-17,61.5,1.62
854,22,2024-07-10,44.77,0.16
855,17,2025-11-20,37.44,1.07
856,1,2025-02-08,38.17,0.34
857,31,2025-04-16,78.43,1.74
858,32,2024-11-06,73.29,1.95
859,24,2025-12-08,77.17,1.38
860,26,2024-11-05,36.13,0.27
861,13,2024-04-24,87.12,1.39
862,13,2024-01-28,44.65,1.3
863,16,2025-03-22,88.95,1.72
864,35,2024-07-14,36.03,1.54
865,10,2025-04-30,59.53,0.23
866,10,2025-12-20,61.17,0.97
867,2,2025-04-05,70.97,0.4
868,26,2024-02-22,53.37,0.21
869,28,2025-03-01,89.4,1.47
870,36,2024-10-24,32.59,0.8
871,33,2025-08-28,80.72,1.87
872,32,2024-08-25,80.0,1.06
873,28,2025-08-13,52.11,0.13
874,27,2025-04-29,38.19,1.25
875,23,2025-04-04,78.83,0.04
876,19,2024-07-15,62.85,0.88
877,33,2024-08-12,71.14,1.37
878,30,2024-05-14,91.82,1.45
879,25,2025-03-02,88.32,1.35
880,24,2025-04-28,85.98,1.69
881,14,2024-10-16,78.35,0.17
882,31,2024-05-12,42.13,0.31
883,32,2024-04-13,85.54,1.89
884,32,2024-11-06,46.43,1.11
885,2,2025-01-02,91.66,0.71
886,11,2024-06-27,87.96,1.79
887,3,2024-03-06,53.64,0.23
888,15,2024-05-03,69.34,0.97
889,22,2024-12-29,83.86,1.54
890,36,2024-09-30,92.74,1.71
891,33,2025-09-10,76.86,1.41
892,29,2025-04-13,97.39,1.51
893,7,2025-09-17,72.68,1.72
894,7,2025-07-29,32.94,0.21
895,8,2024-07-29,93.77,0.31
896,19,2025-12-26,60.91,1.01
897,7,2024-06-06,75.3,0.67
898,9,2024-05-05,89.4,0.88
899,27,2024-01-07,47.17,1.62
900,22,2024-10-20,65.35,0.17
901,24,2025-02-28,55.25,1.33
902,10,2025-06-26,59.52,0.46
903,28,2025-02-27,94.26,1.8
904,34,2025-11-29,55.32,0.06
905,10,2024-01-11,80.23,1.03
906,5,2024-03-27,53.68,0.8
907,11,2025-03-20,34.3,1.52
908,10,2025-08-11,34.05,1.26
909,34,2024-10-29,59.35,1.77
910,36,2024-11-07,80.51,0.63
911,23,2024-01-09,87.89,1.8
912,10,2025-12-18,58.28,1.29
913,35,2025-10-01,85.18,1.3
914,23,2025-10-26,58.32,0.39
915,20,2024-03-27,32.59,0.67
916,9,2025-06-16,99.43,0.57
917,6,2025-06-07,68.63,1.04
918,11,2024-01-24,31.95,1.59
919,17,2024-09-04,88.26,0.61
920,28,2025-06-01,37.73,0.12
921,24,2024-09-22,73.89,0.71
922,4,2025-10-28,95.89,0.9
923,1,2025-04-09,53.73,0.47
924,35,2025-09-01,46.37,0.6
925,9,2025-01-21,66.38,0.5
926,21,2025-06-12,70.77,1.65
927,24,2025-04-10,36.86,1.42
928,27,2024-03-24,36.46,0.85
929,9,2025-05-02,45.03,0.16
930,34,2025-02-16,71.18,1.04
931,26,2024-09-27,70.9,1.27
932,29,2025-12-06,95.17,0.98
933,27,2024-06-15,40.1,0.25
934,30,2024-05-12,97.76,1.03
935,34,2024-04-30,78.61,0.91
936,3,2024-06-09,96.08,0.74
937,8,2025-09-08,89.66,0.22
938,24,2025-08-08,50.27,1.05
939,8,2025-01-15,51.34,0.75
940,19,2025-05-12,31.96,0.29
941,27,2024-02-19,95.58,0.61
942,19,2024-08-08,42.82,1.48
943,1,2024-05-05,68.33,0.14
944,3,2025-03-03,63.68,0.62
945,29,2024-12-11,84.69,0.95
946,9,2024-05-21,65.33,0.92
947,29,2025-11-14,61.44,1.73
948,21,2024-04-01,85.99,1.33
949,27,2025-01-31,46.3,0.79
950,35,2024-02-16,97.07,1.78
951,18,2025-10-23,36.2,0.33
952,2,2025-08-08,74.11,1.54
953,20,2025-07-28,75.16,1.29
954,6,2024-07-16,96.86,1.08
955,4,2025-08-06,66.52,1.5
956,33,2024-01-20,38.42,1.87
957,12,2024-01-20,49.25,0.41
958,29,2024-03-27,86.48,1.21
959,26,2025-08-26,33.15,1.72
960,2,2024-12-14,60.59,0.83
961,34,2024-11-20,56.74,0.18
962,7,2025-07-08,41.77,0.29
963,17,2024-04-01,40.8,1.9
964,11,2024-03-01,73.01,0.65
965,2,2025-12-31,34.1,0.78
966,21,2024-05-25,58.9,0.65
967,25,2024-05-03,33.63,0.48
968,16,2025-05-19,65.6,1.01
969,8,2024-10-02,34.24,0.93
970,27,2024-03-08,63.89,0.81
971,15,2024-01-20,48.84,1.93
972,7,2024-09-09,83.41,1.3
973,9,2024-11-07,69.78,0.89
974,33,2024-07-27,84.8,0.28
975,35,2024-06-21,84.74,1.08
976,28,2025-07-22,61.62,0.0
977,30,2025-09-27,50.25,1.94
978,1,2024-03-02,95.35,0.96
979,17,2025-11-27,56.61,0.7
980,14,2025-08-22,88.85,0.56
981,11,2025-06-30,69.42,0.6
982,26,2025-12-16,38.61,0.28
983,36,2024-10-13,91.48,0.42
984,33,2024-11-21,91.88,1.89
985,17,2025-12-25,61.69,0.49
986,21,2024-12-15,44.74,1.92
987,22,2024-01-17,93.98,0.27
988,1,2025-09-15,63.36,1.8
989,12,2025-02-27,68.91,1.39
990,32,2025-02-06,67.67,1.57
991,5,2025-07-05,32.17,1.66
992,29,2025-11-19,38.64,1.94
993,25,2025-09-07,55.06,0.35
994,1,2024-05-07,62.39,1.87
995,29,2024-01-10,45.51,0.04
996,18,2025-11-27,94.5,0.72
997,6,2025-09-20,73.77,1.62
998,15,2024-08-27,98.61,1.93
999,3,2024-10-14,64.5,1.41
1000,14,2024-01-08,43.73,1.64
1001,26,2024-04-23,90.89,1.14
1002,32,2024-06-23,68.62,1.32
1003,12,2024-03-07,71.17,1.49
1004,9,2024-09-22,95.35,1.71
1005,34,2024-10-07,43.43,1.36
1006,35,2025-09-21,47.7,1.12
1007,30,2024-01-03,95.65,1.28
1008,4,2024-11-26,60.28,1.99
1009,18,2024-05-04,77.61,0.93
1010,24,2025-06-13,83.13,1.77
1011,15,2024-02-18,49.46,0.84
1012,29,2024-11-19,30.36,0.39
1013,6,2025-08-08,86.54,1.98
1014,15,2025-12-07,59.67,0.15
1015,16,2024-07-20,41.51,0.62
1016,7,2024-01-29,63.6,1.62
1017,22,2024-09-13,47.3,0.95
1018,22,2024-02-25,87.51,1.04
1019,16,2024-03-15,84.3,1.24
1020,7,2025-10-02,61.25,0.25
1021,4,2024-02-04,56.42,1.78
1022,5,2024-05-10,34.34,1.6
1023,4,2024-11-04,72.75,0.86
1024,7,2025-11-24,33.91,0.1
1025,25,2025-02-15,36.71,1.5
1026,15,2025-09-05,85.12,1.25
1027,30,2025-01-28,62.49,0.86
1028,7,2024-12-13,75.56,1.35
1029,2,2025-04-09,66.2,1.18
1030,7,2024-04-15,30.86,1.43
1031,13,2025-08-09,38.82,1.02
1032,23,2025-03-07,63.7,1.24
1033,12,2024-09-05,39.64,0.09
1034,9,2024-11-15,70.92,1.03
1035,23,2024-11-14,70.86,1.08
1036,10,2024-05-30,62.87,1.21
1037,19,2025-01-12,97.92,1.04
1038,10,2024-02-28,46.62,1.64
1039,36,2024-02-25,59.54,0.39
1040,13,2025-10-17,93.6,1.57
1041,22,2024-07-12,76.75,1.39
1042,30,2025-09-06,78.47,1.7
1043,22,2025-09-22,50.97,0.66
1044,7,2025-04-10,91.33,1.82
1045,32,2024-08-12,94.4,1.28
1046,15,2025-04-22,73.67,0.48
1047,22,2025-01-19,44.37,0.37
1048,1,2025-01-06,30.69,0.72
1049,36,2024-04-27,39.97,0.88
1050,24,2024-02-14,98.27,0.4
1051,19,2024-06-27,45.33,0.52
1052,12,2024-12-13,89.33,0.49
1053,13,2024-01-23,42.33,0.52
1054,7,2024-01-22,88.2,0.27
1055,8,2024-12-12,95.53,0.61
1056,16,2025-01-13,86.66,1.32
1057,34,2025-09-30,91.72,1.76
1058,5,2024-05-01,40.11,1.85
1059,13,2024-07-15,67.28,1.39
1060,21,2025-09-05,60.07,1.27
1061,3,2025-09-22,71.11,1.71
1062,19,2024-06-01,52.94,0.11
1063,18,2024-05-09,89.61,1.94
1064,32,2024-08-02,80.91,1.57
1065,5,2024-06-20,65.6,1.5
1066,33,2025-01-18,64.9,0.93
1067,21,2025-12-30,56.17,1.39
1068,32,2025-04-30,48.78,0.8
1069,3,2024-07-31,45.37,0.41
1070,16,2025-02-09,45.3,0.85
1071,25,2025-08-08,41.0,1.68
1072,17,2025-07-17,35.93,1.5
1073,19,2025-03-31,66.32,0.46
1074,3,2025-04-21,65.86,0.67
1075,29,2025-04-23,60.28,0.74
1076,32,2024-11-20,49.11,0.05
1077,29,2024-08-27,48.59,0.15
1078,6,2024-10-28,88.98,1.03
1079,6,2024-10-10,94.86,0.2
1080,5,2025-01-03,32.68,0.4
1081,13,2025-11-22,53.05,0.61
1082,18,2024-07-14,79.39,2.0
1083,35,2024-09-24,30.6,0.6
1084,23,2025-02-17,96.21,1.64
1085,1,2025-04-28,75.79,1.98
1086,10,2025-02-11,45.93,1.45
1087,14,2025-04-30,46.36,1.17
1088,36,2025-04-24,80.58,0.92
1089,6,2024-11-16,89.21,0.86
1090,27,2024-08-02,60.71,1.71
1091,2,2025-01-18,39.73,1.75
1092,20,2024-01-10,64.99,1.32
1093,23,2024-12-13,45.78,0.85
1094,26,2025-12-08,67.63,0.65
1095,2,2025-08-04,84.98,1.84
1096,10,2024-12-04,69.77,1.6
1097,26,2025-01-25,44.29,0.78
1098,35,2025-01-30,43.18,0.22
1099,29,2025-10-16,92.63,0.19
1100,7,2025-11-22,68.7,0.06
1101,32,2024-01-28,43.07,0.14
1102,25,2024-10-17,44.41,0.58
1103,34,2024-03-12,61.83,0.74
1104,1,2024-06-24,52.87,1.82
1105,26,2024-06-09,99.27,0.26
1106,27,2025-05-04,82.02,0.78
1107,14,2024-05-13,90.93,0.62
1108,31,2024-06-11,72.26,1.88
1109,13,2025-05-29,80.17,0.92
1110,13,2024-01-08,99.38,0.89
1111,26,2025-09-11,86.53,1.05
1112,32,2025-04-16,62.39,0.08
1113,6,2024-10-21,75.24,1.84
1114,23,2025-12-18,88.98,1.58
1115,26,2025-09-19,87.64,1.7
1116,27,2024-09-12,42.57,1.24
1117,28,2025-04-13,56.93,1.32
1118,7,2025-02-06,78.91,0.09
1119,11,2024-10-07,91.78,1.08
1120,5,2025-12-15,80.86,1.8
1121,32,2025-02-25,99.47,1.11
1122,24,2024-03-19,82.88,1.01
1123,21,2025-02-23,61.57,0.51
1124,33,2024-02-15,62.35,0.15
1125,30,2025-01-25,54.06,0.8
1126,13,2025-02-10,32.64,0.5
1127,9,2024-11-30,76.92,0.93
1128,30,2024-03-10,35.78,1.31
1129,29,2024-05-23,62.96,0.56
1130,11,2024-06-23,88.69,1.21
1131,12,2024-10-28,38.69,1.48
1132,11,2024-03-20,77.0,0.02
1133,18,2024-06-06,60.85,0.36
1134,3,2025-11-22,67.26,0.88
1135,4,2025-10-12,86.81,1.28
1136,7,2025-02-03,78.32,0.89
1137,1,2024-02-19,84.07,1.53
1138,16,2025-01-18,93.61,0.4
1139,2,2025-03-07,31.96,0.03
1140,13,2025-11-27,76.83,0.44
1141,7,2025-11-11,41.75,0.33
1142,27,2025-06-08,37.54,0.65
1143,36,2025-10-03,43.27,0.41
1144,35,2025-02-08,95.72,0.24
1145,14,2024-04-18,54.96,0.35
1146,26,2025-10-31,52.14,0.78
1147,30,2024-08-13,34.62,1.63
1148,24,2024-02-14,34.71,0.44
1149,20,2025-09-05,64.97,1.98
1150,35,2025-08-05,42.0,1.92
1151,21,2025-10-08,78.74,1.36
1152,9,2024-12-06,42.27,1.52
1153,21,2025-11-13,63.75,0.67
1154,29,2025-01-26,65.77,1.48
1155,33,2025-08-24,79.32,0.03
1156,2,2025-09-23,83.13,0.25
1157,16,2025-03-14,83.01,1.24
1158,4,2024-05-20,56.22,0.59
1159,10,2025-01-19,44.31,0.08
1160,29,2024-12-02,39.4,0.64
1161,3,2025-06-17,85.42,0.83
1162,19,2024-01-25,46.03,1.47
1163,22,2024-09-05,44.41,0.11
1164,16,2025-12-04,78.74,0.44
1165,25,2025-06-17,52.51,0.88
1166,1,2024-03-07,90.89,0.14
1167,13,2024-02-23,74.41,0.28
1168,14,2024-05-08,36.42,1.19
1169,14,2024-08-29,65.52,0.85
1170,30,2024-11-14,41.49,0.4
1171,28,2024-06-29,72.41,0.61
1172,29,2025-10-12,44.1,1.72
1173,31,2024-03-22,96.57,0.72
1174,25,2024-06-20,62.95,0.85
1175,28,2024-06-08,87.37,1.59
1176,2,2025-01-25,59.92,0.17
1177,20,2025-09-01,67.6,1.11
1178,12,2024-09-20,56.63,0.61
1179,19,2025-01-19,69.35,0.96
1180,22,2024-05-19,80.04,0.39
1181,13,2024-01-05,30.9,1.0
1182,24,2025-05-18,58.32,0.83
1183,26,2025-01-17,56.88,0.62
1184,5,2025-02-22,91.95,1.98
1185,8,2025-01-29,95.25,0.32
1186,28,2024-09-18,83.99,1.5
1187,23,2025-06-05,79.64,1.27
1188,24,2025-12-14,34.04,0.77
1189,28,2024-09-09,46.96,0.07
1190,24,2025-10-08,79.46,0.06
1191,10,2024-09-24,72.38,1.89
1192,10,2024-09-17,47.32,1.16
1193,11,2024-01-13,38.17,0.18
1194,25,2025-02-11,79.42,1.95
1195,6,2025-06-14,93.7,1.75
1196,11,2025-03-13,47.7,0.6
1197,35,2025-11-05,92.07,1.17
1198,27,2024-04-01,37.65,1.15
1199,23,2024-05-26,48.83,0.42
1200,26,2025-12-16,51.57,1.97
1201,32,2024-01-02,36.78,1.55
1202,27,2025-06-21,59.18,0.58
1203,28,2024-06-23,42.35,0.37
1204,9,2024-07-21,64.05,1.01
1205,8,2025-04-06,69.7,0.43
1206,13,2024-03-01,82.49,1.62
1207,13,2024-09-22,98.81,1.74
1208,29,2025-10-03,93.91,0.22
1209,11,2024-03-22,50.52,0.76
1210,18,2024-03-06,53.95,1.17
1211,31,2025-05-11,77.1,0.2
1212,4,2024-09-29,82.63,0.01
1213,3,2024-04-09,44.77,1.58
1214,25,2025-09-09,66.41,1.92
1215,18,2025-05-12,63.13,0.67
1216,28,2024-12-10,55.95,1.78
1217,21,2024-09-02,95.87,1.33
1218,25,2025-09-17,34.01,0.71
1219,22,2024-04-12,30.22,1.74
1220,26,2024-05-22,31.8,0.25
1221,34,2024-10-13,96.57,1.5
1222,16,2025-01-12,61.63,1.37
1223,31,2025-06-11,58.92,0.38
1224,21,2024-01-18,74.36,1.75
1225,21,2025-11-25,61.1,1.21
1226,26,2025-09-19,85.58,0.7
1227,31,2025-11-05,90.0,1.81
1228,25,2024-10-27,72.5,1.42
1229,34,2025-08-08,84.94,1.43
1230,3,2024-05-10,64.85,0.17
1231,36,2025-04-23,41.76,0.89
1232,8,2025-05-08,76.38,0.48
1233,14,2024-06-23,82.73,1.32
1234,6,2024-04-18,60.44,1.43
1235,11,2024-11-30,93.19,1.53
1236,15,2024-09-20,76.62,1.9
1237,8,2025-11-12,39.5,1.07
1238,32,2024-04-02,85.69,0.67
1239,15,2025-08-12,83.64,1.2
1240,22,2025-01-21,93.71,1.49
1241,25,2025-10-31,74.95,1.12
1242,28,2024-08-26,45.65,0.23
1243,6,2024-04-24,36.24,1.48
1244,13,2024-04-28,70.1,0.25
1245,21,2025-01-24,70.38,0.0
1246,4,2025-08-27,67.49,1.69
1247,28,2024-11-23,83.99,1.6
1248,9,2025-06-16,76.46,1.18
1249,7,2025-02-08,30.64,1.7
1250,21,2024-05-28,87.13,0.59
1251,15,2025-05-26,77.6,0.29
1252,19,2024-05-29,82.29,1.7
1253,3,2025-09-05,52.41,1.0
1254,8,2024-10-07,99.78,1.41
1255,31,2025-10-08,88.01,0.99
1256,25,2024-03-01,98.68,0.67
1257,14,2024-08-18,79.03,0.11
1258,12,2025-05-14,80.92,0.6
1259,11,2024-01-23,68.36,0.67
1260,31,2024-12-22,83.04,0.78
1261,34,2024-10-16,49.77,1.85
1262,36,2025-02-07,36.81,0.65
1263,4,2025-12-27,51.29,1.31
1264,9,2025-03-28,78.72,0.58
1265,10,2024-08-02,45.27,1.5
1266,1,2025-01-05,80.82,1.15
1267,10,2025-01-20,96.53,0.85
1268,11,2024-02-27,36.72,1.95
1269,12,2024-02-23,38.21,1.03
1270,22,2025-08-30,60.37,0.3
1271,26,2024-09-07,32.38,0.48
1272,32,2024-11-05,78.16,1.91
1273,25,2025-12-09,99.38,1.34
1274,6,2025-04-19,90.54,1.3
1275,18,2025-10-09,75.72,0.73
1276,8,2024-04-29,35.78,0.98
1277,33,2024-08-18,31.61,1.15
1278,31,2024-10-07,78.56,0.19
1279,12,2025-01-28,63.89,1.29
1280,28,2024-11-01,70.0,0.2
1281,5,2025-12-31,93.62,1.59
1282,12,2025-02-19,86.9,0.04
1283,36,2025-07-03,84.84,1.06
1284,5,2025-06-15,88.6,1.08
1285,8,2024-07-31,97.6,1.8
1286,12,2025-09-05,78.67,0.01
1287,29,2024-11-17,38.61,0.26
1288,14,2025-10-30,41.28,1.12
1289,3,2024-03-27,98.59,1.01
1290,24,2025-07-11,42.01,1.95
1291,1,2024-09-11,51.04,1.89
1292,34,2024-10-27,76.14,0.89
1293,32,2025-12-12,51.91,1.82
1294,23,2025-09-12,67.67,0.42
1295,7,2025-11-09,87.38,0.47
1296,13,2024-05-25,50.98,1.67
1297,9,2025-09-08,68.64,1.18
1298,18,2024-05-11,81.04,0.84
1299,36,2024-09-18,48.25,1.3
1300,11,2025-02-13,61.92,1.89
1301,28,2025-12-12,40.03,0.41
1302,18,2025-10-10,78.78,0.39
1303,24,2025-07-31,76.01,1.64
1304,11,2025-03-05,87.51,0.63
1305,28,2025-01-23,31.81,1.21
1306,5,2024-10-03,38.72,0.22
1307,36,2025-02-20,34.62,1.28
1308,24,2024-12-07,84.46,0.29
1309,15,2024-10-07,30.69,0.75
1310,15,2025-01-22,96.62,1.57
1311,8,2024-06-28,66.85,1.75
1312,32,2024-04-07,67.03,1.4
1313,19,2025-07-18,48.97,0.2
1314,4,2024-06-23,52.26,1.5
1315,12,2024-12-19,86.43,1.36
1316,35,2025-07-18,71.62,1.7
1317,31,2025-08-29,38.93,0.02
1318,33,2025-12-31,40.88,0.25
1319,25,2025-08-04,81.48,0.11
1320,24,2025-12-25,84.43,1.36
1321,27,2025-12-24,62.05,0.88
1322,23,2025-04-24,65.16,0.55
1323,28,2025-06-17,95.92,1.76
1324,15,2024-11-08,74.49,0.17
1325,20,2025-02-20,83.94,1.69
1326,6,2024-03-19,81.1,1.89
1327,11,2025-08-12,34.02,1.49
1328,36,2025-05-19,86.58,0.02
1329,28,2025-11-24,65.61,1.46
1330,31,2025-05-24,66.05,2.0
1331,35,2025-12-15,38.73,0.03
1332,13,2024-01-08,79.99,1.41
1333,23,2024-09-07,99.6,1.32
1334,34,2025-12-01,72.64,1.21
1335,11,2025-11-21,95.11,1.53
1336,15,2024-06-28,35.26,1.68
1337,33,2024-12-27,96.67,0.85
1338,25,2024-06-23,56.13,0.23
1339,16,2025-07-06,89.55,1.72
1340,19,2024-11-02,63.82,0.53
1341,1,2025-10-08,69.82,0.43
1342,20,2025-10-20,66.09,1.79
1343,30,2025-09-24,89.38,0.11
1344,1,2025-09-22,62.22,0.6
1345,7,2024-01-06,54.48,1.44
1346,26,2024-12-29,30.62,0.86
1347,13,2024-03-27,67.04,1.8
1348,27,2024-05-06,93.92,0.01
1349,17,2024-08-19,62.95,0.75
1350,24,2025-03-14,92.45,1.07
1351,18,2024-04-21,99.26,1.31
1352,29,2024-06-14,39.79,1.49
1353,1,2025-01-02,91.85,1.42
1354,8,2024-07-13,49.94,0.27
1355,27,2024-12-05,93.07,0.32
1356,13,2025-05-05,97.18,1.97
1357,8,2025-03-07,64.23,0.99
1358,9,2024-11-28,82.58,1.56
1359,26,2025-05-28,80.82,1.48
1360,25,2024-05-14,37.68,0.22
1361,2,2024-05-09,40.89,1.0
1362,16,2024-02-23,77.48,0.68
1363,1,2025-03-20,63.61,0.56
1364,6,2025-03-15,47.34,0.3
1365,33,2024-07-10,47.46,1.53
1366,17,2025-12-18,47.31,1.64
1367,13,2025-04-30,79.45,1.62
1368,33,2025-09-17,42.68,1.99
1369,10,2024-08-22,38.43,0.8
1370,18,2024-07-15,95.04,0.85
1371,13,2024-04-03,90.5,0.76
1372,34,2024-11-09,79.01,1.96
1373,15,2024-12-10,59.83,0.12
1374,28,2025-10-21,33.62,0.22
1375,24,2024-10-14,96.01,1.42
1376,16,2024-11-23,92.66,0.36
1377,1,2024-02-23,76.23,0.64
1378,19,2025-04-28,49.61,1.21
1379,28,2024-07-08,47.66,0.98
1380,22,2024-11-07,37.81,1.34
1381,36,2024-05-13,53.18,1.48
1382,24,2025-08-26,67.02,0.74
1383,18,2024-08-03,70.9,0.17
1384,7,2024-05-13,74.07,1.2
1385,3,2025-08-23,97.78,1.77
1386,13,2024-07-16,79.33,1.85
1387,5,2025-07-13,73.33,0.6
1388,31,2024-07-25,67.35,0.31
1389,9,2024-07-15,59.27,1.42
1390,36,2024-12-21,92.64,0.9
1391,8,2025-03-22,34.74,0.84
1392,33,2024-01-23,41.69,0.55
1393,9,2024-10-23,33.18,1.13
1394,13,2025-02-11,64.65,1.06
1395,33,2024-03-17,41.59,1.5
1396,25,2025-07-29,84.56,0.8
1397,18,2024-07-30,42.88,0.32
1398,14,2025-08-29,78.77,1.76
1399,33,2025-04-11,65.27,1.44
1400,17,2024-11-06,89.67,0.59
1401,18,2025-07-19,38.34,0.45
1402,35,2024-08-31,50.43,1.28
1403,18,2024-05-16,48.93,1.58
1404,16,2024-08-03,67.42,0.0
1405,23,2025-10-09,72.36,0.74
1406,6,2025-12-23,91.88,0.53
1407,9,2025-02-22,92.88,0.59
1408,4,2025-10-02,87.11,1.65
1409,15,2024-10-13,42.37,1.94
1410,35,2025-11-04,98.51,1.56
1411,7,2025-12-05,56.74,1.31
1412,36,2024-07-30,87.18,0.44
1413,18,2024-07-27,70.72,1.62
1414,26,2024-06-08,61.22,1.46
1415,28,2025-01-12,40.38,0.96
1416,32,2024-07-04,62.16,1.63
1417,12,2024-07-12,69.88,1.89
1418,12,2025-10-25,49.74,0.62
1419,12,2025-02-07,78.12,0.38
1420,10,2024-03-14,59.85,0.91
1421,26,2024-04-12,80.7,0.27
1422,1,2025-09-09,36.98,0.77
1423,8,2024-01-14,83.44,1.29
1424,3,2024-05-15,47.38,0.17
1425,10,2025-10-04,71.97,1.58
1426,1,2024-04-18,67.97,1.64
1427,6,2024-07-26,39.75,1.52
1428,29,2024-06-16,51.52,0.96
1429,16,2024-02-27,68.05,0.53
1430,35,2024-05-06,31.48,0.09
1431,35,2024-10-30,37.18,1.77
1432,27,2024-05-25,30.08,0.45
1433,15,2025-03-13,56.98,0.71
1434,19,2024-08-19,94.52,1.37
1435,8,2025-05-18,41.87,0.22
1436,7,2024-10-15,55.01,1.23
1437,8,2025-01-04,94.63,1.84
1438,3,2025-09-11,40.58,0.86
1439,22,2025-09-06,42.7,0.85
1440,20,2025-10-01,87.23,0.7
1441,7,2024-10-04,94.14,1.32
1442,17,2025-12-29,85.91,1.58
1443,10,2025-11-02,40.26,0.3
1444,29,2025-05-04,87.03,0.23
1445,28,2024-10-12,40.13,0.65
1446,9,2024-07-05,83.73,0.71
